,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.800212569785146,4.586794509250681,4.699877694567888,4.435305814721294,5.0477711781706525,4.952241356844257,3.871989340801715,4.796989365834804,4.62892323335858,4.960227853667038,4.098861284541785,3.7903993770972577,4.993440719448809,4.44908829328143,3.546672939862937,4.264409721162863,3.0428660422576366,3.4473005837440147,4.429699120707892,4.3688709337909595,5.041281546757994,4.748196440174471,3.569367512421171,4.921202204561814,3.9073256588893357,4.251430829311862,4.212683949889963,4.265472954061795,3.0226325734548056,3.8255223845778628,3.5304024087362333,4.99303878147607,4.984685078864904,4.9951937504189585
50,4.388483197246541,4.7488357102348475,5.247232038607963,4.019570343426463,5.080123897754701,4.455287152566201,3.100969252587302,4.651719249287664,4.982464217633672,4.985563745848802,3.949767544174814,4.076477703566372,4.979418837913329,4.422067569433376,4.286356040123409,3.7471652760479524,2.7084404209824946,4.03171060522455,4.323987002915709,3.790716650316325,5.304774484300247,3.0400333995720508,3.091208395662859,4.394035255913317,4.9763660568195895,4.9096175893131875,4.975043526186877,4.698846136459885,3.440010317375602,4.1374881359083036,2.080427025427371,2.649097394277627,3.635055874622693,4.345763201595696
51,4.3271663769533735,3.871062641462976,4.207271814325494,3.5275690340758366,4.3046584270151085,4.26803830300084,2.651153891112881,4.182373072185437,4.0203656671402985,3.9646004493941387,3.421309741971222,3.7212554677413627,4.965947768717417,4.007081971629789,3.3165510831481937,4.13017039163597,2.2276952033688864,3.3050711109776993,4.123372284999763,3.3691471295234265,4.120752952623301,3.991936616196155,3.453705083321811,3.929676274467686,3.97932890728148,3.9835446122464346,3.031947924929699,3.9876287159107378,3.6380329731122156,3.422677037933201,3.134153733747724,3.3748543440387797,3.685812575238602,4.708380393092687
52,3.9432072969555643,4.128889306162847,3.9092624995238916,2.854827074385723,4.818013358980543,3.9183891897911125,3.4208542124040067,3.8212189031708355,3.996995166905098,4.949210902313666,2.830905079490637,3.5891575001934233,3.014870128375472,3.3675963599810217,4.096817914035149,2.951812046765387,2.4373628348557284,3.3569193582140233,2.6107453245518206,4.538723257722186,5.031389631727124,3.941239323899533,2.5345029591111397,4.456760971400693,3.629900264585355,3.4630087250783683,4.965474671281335,3.0357063451705057,2.8061301896844966,4.993601831094845,2.6290152169498384,3.9992629992860906,4.987286425908999,2.18134550215876
53,4.773380290213501,4.975920420429106,5.03167017613359,4.278816734664814,5.005656824561578,4.657172074942634,3.683463703976679,4.832030631403119,4.937493881765538,4.989657666643664,4.3895387146328995,4.132484367473171,4.9990515932652455,4.365937762040173,3.7771271393710983,4.638543492289051,2.813787911528119,3.4473698598193914,4.305996959282616,3.8769707744799673,4.998975643722116,4.13606863467551,3.9886033584126697,4.812388131545485,4.423586126664089,4.9556798757273395,4.491016650207621,4.9890252593314575,3.6307877475525503,4.026084192013654,2.0066001728750527,3.7182099553234664,3.782043540431381,4.996166246621114
54,5.1270378435194175,4.811294155397276,4.970673906765438,3.7436377059059858,5.027307971040426,4.875836938546848,3.419840714035046,4.772190631629371,4.982009440666992,5.00489430797278,4.2276826046778435,4.949867687270071,5.207146286997138,5.303191838459727,4.003361570459654,4.997522873190167,2.988799854257845,4.207275717549089,4.321513858338835,4.3241776112215105,4.779381465685633,4.993271907715535,3.9937722815674146,5.033247607312716,4.806993157417925,4.831343455338672,4.441801640318797,4.9796764444686215,4.57320998129908,4.148148901107762,3.4238325807491243,3.7039753503669672,4.6714521265930635,4.677139862615502
55,3.2639414228109245,3.480465223571982,2.9553830237858345,2.0734680931228264,3.766248301855094,3.463987894465254,2.7826187153674695,2.9868473333151426,3.0654594285662364,3.9864728602504083,2.6397192976419657,3.3435503275282077,3.130667155364308,3.725750089874473,2.999511646227926,2.8402716224647047,1.4462055390443853,3.165421095723566,2.029903580832883,4.9800569497617735,4.984677058275494,3.9869036267566362,2.5081249809810924,3.709267929849017,2.9002496976741936,2.843066659160684,3.589696658499158,2.5226585258286462,2.481168038348543,3.9983195117258483,3.9845124249104953,4.082047469928541,3.3292677261008343,2.720985405166677
56,4.780303422561703,4.750524708555056,4.604094951304801,3.428083829050531,5.081862963271102,4.82238976012872,3.317355748410932,4.535520672577089,4.930253523847017,5.111858040495627,3.6607500560972346,4.948793224506394,4.875082286419871,4.990431173546891,4.68051610509353,4.028972718212415,2.857530661582019,4.985580185564676,3.831839155856955,4.881247131249463,5.003096920190838,4.78592021854537,3.120604099980262,4.97937692483736,4.899785005734792,4.518017035072104,4.99294826858687,4.415136922020326,4.299730701619707,4.652925374257283,3.6675984255119403,3.495504133346741,4.598795944352773,3.71335546050566
57,2.5890188216019494,3.749551942166259,2.706977517482749,1.985909792984606,3.411317866365304,3.0784763207029378,2.561941912805034,2.7952837153888783,2.9509852779947354,3.6562915850374407,2.273707969859105,2.6726284381072754,3.241400083306226,2.0139698766646954,3.6466711940664567,2.044235975053075,1.0441201061416532,2.5184351396912117,2.3243405758079807,4.986958534202917,4.96202595660511,2.547497979591158,2.9978463161854774,3.076769439787603,2.6564656120454297,3.0160653957011974,3.5381126350469696,2.25207429837974,2.0788673106339113,4.972618222878918,2.4796811579710845,3.62275617566361,1.0243077849500832,3.064669609772613
58,3.8484205512470573,4.098964269856695,4.009654908515581,3.0281244733503976,3.790413733457778,4.229611201556888,2.6936964400515597,3.9509343788655893,3.851419737398909,3.939662329128563,3.6125570936801203,3.8750357413662466,4.827501289047702,4.96763083565805,3.131036754756889,4.058230901400215,2.9983705981853657,3.387882708533866,4.198342571900405,4.98423335066247,5.041603527975912,4.183955276181317,4.177233571383548,3.8897089059149184,3.688646151134212,3.8031807078069746,3.712360867525053,3.799778396222463,3.9893288345304816,3.3226916883207323,4.313874705103245,4.98823690627119,3.018967176406873,4.992145004114017
59,4.624702117306351,4.586049992940855,4.198287488341422,3.0375693082039956,4.774983500888884,4.707577221590111,2.8320991139533134,4.411662534644704,4.265499716661914,4.640879395631966,3.7058429130844446,4.455493810068379,4.939667560499269,4.989790961912787,3.8316237392462216,4.97400558474111,2.8964557861098355,3.896636799793035,4.420728385666872,4.020567626806299,4.999208239022072,4.948324982787016,4.134922613789879,4.42484652421344,4.51834324103153,4.287795055888052,3.891619569189505,3.9060624909078236,4.462258715867379,4.971222005149859,4.983117839822647,4.9894254404656175,4.936262807867797,5.000486632652048
60,3.7410542402062443,3.2396046805975445,3.8136401383181138,2.9281780700638107,4.0973635315209265,3.7411903416424934,2.862935770943624,3.4071571750042002,3.458404662609306,3.971720575727619,3.4159007799713774,3.2928541907538023,3.863152646590544,4.983300757112765,1.905792224616415,3.833098135098356,2.2745569529671874,2.7957270216568166,3.7252181093188197,3.480256443800305,4.548383242598137,3.7361067951249827,2.5748813804592765,3.8373643543679816,3.3381401797274624,3.2372612077460143,2.8716398345736773,3.34857599565213,2.0282829727981007,2.689831831398834,4.978693701948055,4.002174968745965,4.972256659288796,4.981073546880682
61,2.8564378321142114,2.4741259213953346,3.041318930681942,1.8288761382844412,2.8095526240546413,2.6260796197697855,1.2669605374558504,2.4893253998426723,2.522486033643013,2.7535746213527075,2.822474188051903,2.9601497080971595,3.064634732000777,4.96303550147867,1.1919918598200356,3.054206687567334,1.3065802966918205,2.9385013292527122,2.4178395824643224,2.402246040339613,3.9810805623338283,2.567127732110208,1.516433651111454,2.5306230093981985,3.382998670689117,2.7515802983344333,2.4077650427313335,2.8084920706083203,2.164252744025186,1.0148234748659208,3.981268160318241,2.01681408174178,2.987065832557081,3.002928203517815
62,4.43593581564083,3.8671065032306866,4.331832627294266,2.87752807229747,4.372957520910624,4.554625141463505,2.440190532372503,4.245067028609231,4.0174314847016195,4.252190021025068,3.0811481129815186,4.309092501710084,4.758452511304989,4.989670990111313,3.812695659550437,4.1952904310253185,3.581620696474381,3.7306318539533807,4.4893661998882095,4.989476823936697,4.627076455216112,4.791740329786367,4.1613146198419075,4.073967311696698,4.07717329463307,3.6018403828493577,3.802562463815032,3.582199973447172,4.97913236367726,4.177754356987159,4.987920097519787,4.99552765567274,4.990490817774987,4.193477024295807
63,4.354701603350527,4.2407740788405786,4.382109266086214,3.6666858264452227,4.183001096596968,4.098062196979447,3.534695906078033,4.389807305098886,4.073458554708321,4.0821824223693035,4.228354843825808,3.7100514181634257,4.516036017879511,4.965181128432251,2.5687752726931943,4.9715229049454255,2.568746751046636,2.701849029181992,3.6976605693881908,2.9709881492255072,5.129544329577865,4.465377978061326,4.023995986864129,4.655194411481583,4.007412542725447,4.1982242571658395,3.9533994384669215,4.370156263287886,3.685444180953502,2.0023563176706696,2.0231241609321273,4.97896549225385,4.005817863498951,4.9998474198844765
64,4.591081012738635,3.532781150651363,3.9229003516125736,3.47803602949226,3.908956591269238,3.8660568814506386,3.216673212723368,4.149432038655959,3.6096715143950564,3.590109466597817,3.8112763884835243,3.564506289627327,4.009729716245125,4.771676929421097,1.9678523154296041,4.96158531857898,2.248964474318169,2.5014144135745893,3.2079943452839834,2.0124375671957138,3.9983611645758708,4.965205348231349,3.349025964561779,4.529808740791348,3.7052207579766785,3.5818569719996325,3.113910701711216,3.978078714008661,3.5751730415792986,1.0280110842246375,2.006970480718798,4.459039979855042,4.987666812172134,4.002134028319498
65,2.3837031469327172,2.2629488914848777,2.6347153249591675,2.5320655845263493,2.5446120019007514,2.6368042261136027,1.7147281381554205,2.8348640061419967,2.3219172078735584,2.3134702671855,2.119910810105457,1.7753038087972026,2.549770836155045,2.9120513168685194,1.5248964195027255,2.542843573204452,2.9684141207712944,1.8417614829306124,2.857662406387199,2.0105948263068774,2.983315802893445,2.6289793670099213,2.3721629073590007,2.3688048282853367,2.1608438610256933,2.082237002451148,2.330526474600732,2.293799270854072,2.552560686282893,1.012656521337336,1.8236519814552092,3.9844268174685387,2.9979053027616045,3.1554307195534523
66,2.9873748956845856,3.1586483122655955,3.549736637744739,3.1257399106466424,3.2964804178293337,3.677900978247095,2.4497351938796315,3.3388319175729086,3.4553290334192184,3.5525843210291246,2.6164232825712848,2.7536738239031693,3.5707071877620735,3.1062013811191855,2.8143800951221847,2.5508156537392637,3.9701479946547433,2.4915545285973226,4.001986458801084,4.969920102160589,3.0064961772414796,3.185087965956562,3.4671978194723203,2.9917293286835984,2.0549466596261188,2.799682992795009,3.0231463509645753,3.208238206853367,3.008494124879701,3.5628259468236605,3.2940536904338935,3.9287394661401116,2.957461000512799,3.9864181262291827
67,3.538797192226293,2.890933841405165,3.1271114419988346,2.4324585881656398,3.8825616973907704,3.0998562389001205,3.227156008217776,3.264662841526496,2.756946867076005,3.373478752862226,2.7180224573898863,2.6073986924669907,3.1371565904549006,3.6252094397795105,2.023585829688992,3.7216711269527285,1.0193683209803646,1.72559897061682,2.511886642373961,2.0161461840750605,4.985466520270289,3.7831748212812024,2.5650409441386723,4.08903934289762,3.2342500029039427,2.6715139462598168,2.8950658207297812,2.371651296065957,2.0097940977215494,1.9258510449281983,2.523167989695967,4.97549462140006,4.965323087459375,3.9912557721908875
68,2.2905966085208678,2.5009017620847604,1.9777598682302493,0.8257161713627728,2.374589095206691,2.3509662676140675,2.0174759738550536,1.8422314318234223,2.0425655885422747,2.8558439890970333,1.168121224118201,2.263191541138503,2.1084365237234617,1.0078689544492834,3.173273957344134,1.3122091356990915,1.0123196886102712,1.017823610481282,1.8426908241924012,4.971957196901983,2.790847240740212,2.454562456916333,2.94397347335877,2.461360741563663,1.286624398191726,1.6511382111734152,2.6277429623238757,1.0640223141605565,1.9053904670283577,4.96336739223306,2.677711597307662,2.992859274038665,1.9004468281408535,1.0123037432742334
69,3.7125601363826997,3.872605066771652,3.823155055692057,3.463682459881955,4.0191606085501155,4.456268677717761,1.562568099867244,4.123176767923347,4.110783066483415,4.17659550692003,2.5153688171267303,3.6978825111049236,3.715192019913816,3.7409300689534697,4.231545277725858,2.5143594865059327,4.961524346436961,4.965095352557462,3.9919632689617446,4.9827833651008975,2.9997690451567007,4.000556320490969,2.5873451260805425,3.054000867749187,3.4990147009468107,3.3440372536967704,4.263831232253945,3.5025535942571953,4.6555160057237295,4.403779589904861,3.7987497000351196,3.303165170103295,3.9175154899596745,2.0249426318754695
70,4.059170512426113,4.492463815699309,3.8488123904759077,3.340827692946847,4.1984359405602785,4.53591768297984,2.2969964777106817,4.257821066817035,4.211327410373533,4.052148457975284,3.2196362904789373,3.843006722735458,5.195235323825375,3.610751918606511,4.291388356342388,3.7982916880633133,3.0155517248666155,3.9785634901903664,4.955302639909374,4.01344313778545,4.004463670464945,3.7992651611321384,3.882731060820041,3.6509910672584023,4.1941889640079495,4.185859912442073,3.5333199930697647,3.733895699183355,4.047469538709169,4.9736077455567,3.998307288412596,3.9901338338700025,3.0133759221992866,4.995171581742785
71,4.260539916562651,4.047964035338334,4.170022096093142,3.1067109837156046,4.446850582688567,3.9427249833555607,2.359879564548178,4.13876597548899,4.0446202982040305,4.015870182692601,3.3466857661027696,3.9517458049166234,4.458384185562571,4.527164015219947,3.505367890331701,4.02827163468576,2.0006102680623337,3.998852316124096,3.7138634507758224,2.633322575020963,4.846595678951764,3.6095827064407557,2.7491845696782993,3.9919503137808077,4.9438929218253715,4.184930569087527,3.8367499697747576,3.9038098636899097,3.7666883436065026,3.003469180148036,2.7129819406980062,3.000043645226673,3.878375914691043,3.995091438210717
72,2.4729361240502477,2.9391754909887484,2.8920999944648513,2.3728466261671506,3.283351091414627,3.2884073195392665,1.7155509086899159,2.945761369244123,3.207299840705154,3.4724395371443704,1.693391009658519,2.6855911653763487,2.5731590460723113,1.9806283338500315,3.525802710605536,2.0649886559477406,3.955815120941131,3.0006385092752836,3.0186732747938847,3.9995225186874843,2.004138148159533,2.887113376043437,2.6670624218722625,2.3988430063322355,2.02931365744039,2.510419435160321,3.089391695731602,2.622129338207233,3.5354850981014967,4.963153937867405,2.5566801357011695,2.743311659864885,3.113855244589179,2.2731440556484146
73,1.3398154447428825,1.8400748474406954,1.2169000066969888,1.1265503894770614,1.5188980294289762,1.7193813224594487,0.882686299451008,1.5125838443356936,1.227068309636676,1.532552445823008,1.56360830343512,1.2679579170527644,1.9374852690366153,2.336820003310691,0.9184422895784162,1.5963941209688024,0.9871417854171965,1.6088183754162555,1.7612958566280514,2.0142353494680405,2.9761619815476514,1.6396185904740515,1.4322201088292614,1.3641683495645778,1.6185187479311418,1.4627624646715536,1.4348249122090724,1.0851492189936225,1.008816365489612,1.2998410140259937,2.9768289407977866,2.9895903327874214,1.0167916574231743,2.5406025861112034
74,3.38554771169689,3.520721323488002,2.889890725338426,2.2143073390350483,3.2783132453224053,3.406565850662157,2.999465642860122,3.0579613485264288,2.8535371986406486,3.454053647737424,2.704676494457063,2.885667722235738,3.7756030206308457,3.1206904200475534,2.9285278871220206,2.7709903107524196,1.0318958316610802,1.9933758182477037,2.9826852014191596,4.971666673118462,4.99469306474575,3.6124856245326122,3.429549463767942,3.7479454731923934,2.7039959197219945,2.7611701695332567,3.2270262825924796,2.213838962728777,2.0087245059076984,3.4533622857539985,3.6476571684856394,4.978745947763512,2.5496711110356944,3.5729469260988225
75,4.199573831467397,3.7304858127770513,4.037739574519411,2.853737850701749,3.857134368047029,4.445735773372648,1.92021482827046,4.126905431557039,3.7659384639660427,3.786205457927032,2.779729614734888,3.91026299414457,4.758704489203353,4.352946405036003,3.8180149139308934,3.751384919557575,3.9948465688257775,3.4239089170769312,4.979538547314459,4.993152731335,3.885288031370414,4.374938637458386,4.376579975322577,3.498247883471916,3.703287647696526,3.34410852957315,3.449304406325246,3.2574512511357145,4.98052316315253,4.182480509616806,4.984570399314323,4.993055496529656,4.308778889189795,4.006623450888153
76,3.1771870808112133,2.8302882933413422,3.7811373276651827,3.360479490346032,3.48620076098618,3.5956641990999256,2.2603097684570534,3.604414847872541,3.4132039104255276,3.2123445439379466,2.856666601598836,2.7171868647181876,3.7828272350431766,3.9437941969826174,2.0937373506079204,3.4693025460567,3.970507841233673,2.563631742367398,4.246500734721479,2.903276144279272,3.112935263144605,3.2638163115972203,3.1879291493305977,3.061226320424988,2.770211555473046,2.967739660621767,2.5466802753445847,3.5447418974585476,3.358206703454803,2.0121609838218117,2.995246072030387,3.9998993280425292,3.9886916787806346,4.976728174634177
77,3.7114554465477454,3.1773739814404087,4.036412752778222,2.8169337384540767,3.2141635959670287,3.64334147429682,2.6460685551039362,3.491016492136087,3.2205048395078824,3.30910129090501,3.002881852637879,2.858803341034028,4.418591753676042,3.6580708328404845,2.43355039104847,3.3756939271974833,2.9985886136364415,1.0302408585623115,4.966281737483373,4.978289514232327,3.991020466124728,3.175409523436628,4.7981493498460575,3.380379560577269,2.4934029584366946,2.92948184069228,2.6567208238579414,3.021364284039035,2.9387846055550706,3.006249648063763,3.990536575896052,5.000494174899097,3.2940970432270937,4.990103064534522
78,2.708538818460121,2.5361911346137322,2.8254210024619213,1.7552532078878642,3.0137735487613693,2.443873009634484,1.9044672482585578,2.7380166020853633,2.467704450138617,2.632528004028802,1.9755301675947676,2.506497445786754,2.8343348967661144,2.714104905688645,2.480810753233004,2.8105017659833234,1.0093477558755495,2.0041752398800208,1.9673610511657356,2.0060358145473924,3.969431474836193,2.543830545171046,2.441686434821996,2.8572896000698336,3.107178094221669,2.569410148501608,2.6884868624590954,2.318568143662745,2.970616958428305,2.056403208767306,1.0097283913310182,2.8805483035058193,2.5381064166661305,2.614826895633325
79,3.9398507860212875,3.9548963960296195,4.497409352005999,3.8722914042733505,4.079158576682156,4.2666998880797165,2.711029429383656,4.1303916927654205,4.143705031844124,4.218698737335628,3.4147294201514664,3.2137678763409534,4.415723420512753,3.8460813222930663,3.1880041073008014,3.1442051967970706,3.975885230126021,2.8397191861609055,4.9651113733336505,4.982773319132781,3.987239696131256,3.262109475380269,3.7521276454647,3.5788441881150423,3.1612439848854708,3.6977265320202735,3.6874630198124816,3.8903997738618132,3.0197710534689097,3.7121078238579273,3.598977290479852,4.007936539952528,3.53897474295364,4.5484315130339485
80,3.671352674903944,2.5407521381723073,4.097118081367887,3.308227396690931,3.2219756588289092,3.5181864877215743,2.119419268076881,4.074805453810239,3.2770005515101923,2.712241757357797,2.266378552196977,2.4527929581296237,3.67999783735682,2.772908214076176,2.6644528470290423,3.8274742670421844,4.967437558657453,1.026968556147506,4.9738966694483455,2.020950721488629,2.003233165608655,3.4570685049519745,4.704021091850002,3.09859535355375,2.5939994445141217,2.6195941760282966,2.600088856061486,3.1922114069614818,4.973331992323696,1.9166845567041806,1.0184266605497874,4.979530943180045,4.983648533930934,4.000720233050944
81,4.162174302271166,3.1934302679770625,4.369449552535597,2.5215206488371513,4.426539902227777,3.963590244068605,1.9028243928327537,3.8042920520316095,4.032881204846561,4.135775042562907,2.33611696953347,4.32745187059199,3.9835411258081685,4.096755912089701,4.1086782494549,3.4399890789021104,3.0091247938273096,3.990169753545578,3.4873130867320743,3.978380753041191,3.3261013882377886,3.8990324932125975,2.878022014602867,3.6145996514328202,4.143487260897801,3.4444946447787785,3.556016921357678,3.651129859095252,4.965731309340846,4.30896636178398,3.2820738139767536,2.0272812149682418,4.972453110188567,2.5376887636299417
82,3.952496279887237,4.143434169611866,3.77028063835665,3.309963029216287,4.417774808435905,3.989649036186492,2.802209296143302,4.026500548994427,3.9132997601360784,4.178131945489018,3.4495012421622318,3.6329650512561464,4.069554608892567,4.234675417827772,3.2485885092990916,3.8694895962932785,2.000027032170217,3.984361787923631,3.0320266015674098,3.0102351027777807,4.97954932126738,3.9856437529070194,2.5164069304698233,4.076749230654343,4.256397067016007,3.984845390023791,3.889388234624545,3.7619051141478765,3.2017619425895036,3.1579525569649993,2.6402306564723697,3.6172784320953433,3.648627841104937,3.89673319379918
83,3.865684558444822,4.246123241113312,3.55154763923912,3.3220845725296915,4.426295018841642,4.600896963874507,2.4549013917968097,4.199828830792223,3.9925735807195015,4.179656971012119,3.308658328275226,3.931015579881016,4.726174523670245,4.893232599940657,3.6152782800958048,3.9775888487742175,3.1453687533727788,4.962382002526212,4.003261795067951,4.007148609946492,4.9999633984567815,4.673609164953274,2.920565337941761,3.912777498741442,4.301073870263883,3.8475460170126943,3.734614841558056,3.6056829621401816,4.001146251258327,3.841376014534302,4.984786296015479,4.982007619732699,4.000523816407511,4.988283696677468
84,3.3494088918356812,2.7707855808828774,3.0317417577598973,2.0474402800896323,3.111739060648393,3.8104607891497086,0.8632208426288592,3.2430046436061466,3.167624987264366,3.0116466511557225,1.8242118964576486,3.6917510165616956,3.8755478068058493,3.780316444039503,3.5161377205910904,2.986076131270849,3.8136691850203697,3.9807802308299913,3.9974115708714044,3.989537615036259,2.026154602457609,3.9765025024038656,3.016786120712654,2.5048746020098642,3.1708132052032516,2.5885729729153373,2.5219992046307103,2.7050002142102167,4.973329535836022,3.963013387617772,4.9787043647260765,3.118882117382144,3.9912083134162413,2.734552653134991
85,3.4518550310800538,3.257311460604934,3.4269839931624233,2.7560548641536475,3.1552677515938923,3.6515552215323788,2.5529371418619067,3.418625033592566,3.1216147586162433,3.307473813447674,2.674254755479005,2.855575937728559,3.9069271470240508,3.359476350092915,2.814532345422357,2.882568395819687,2.9563533044251784,2.0017972480343222,3.982545518746066,4.971065195998328,3.908732317803767,3.6004354569284365,3.9387534044279136,3.368960171987652,2.471706852906184,2.709355080775362,3.0922194448192495,2.7157390957941128,3.0686939665579955,3.0102692914967797,3.552093622071356,4.985677654038678,3.0776403562791663,3.7700424787840645
86,3.7416354816363246,4.083386408500646,4.365548649387955,4.122077348385684,4.478305623293363,4.204759900665538,2.9622490103077936,4.419805194204125,4.543745757858173,4.121103006358283,3.348900904299185,3.5300429809943643,4.616427324374693,3.4964596153307443,3.8205126192621965,3.7005553586290763,3.3040581800612996,3.968531221292903,3.9841700432307303,2.9922117011633107,3.903101472880242,3.4552084378825936,3.14151806934991,3.939896586519625,4.02843487180506,4.285729131956554,3.792080668735862,4.59699759856632,3.9887587068532397,3.2677055722211668,1.0310883127559538,3.001839850191396,3.0014724257796668,4.977693120379459
87,2.9577618115816287,3.241425284735655,3.4957853839428883,2.8263761146998347,3.95902417774378,3.1319517256716796,3.806417591883062,3.191406268268287,3.339309930639273,3.916699545182776,2.7809046040854417,2.682643830643501,3.057617506502783,2.8528009390390454,2.7216712627418493,2.898438293702896,1.502426309128438,1.9780628121367132,2.029121464902831,3.9691335082986434,4.984032950553508,3.2291668805999523,2.855345903311292,4.072896607046123,2.5163104417918243,3.005921749591458,3.540930690214798,3.1219529242091055,2.040252833391577,2.9993171255080306,1.0237870062410623,3.9955104009322477,2.9873844173134,3.974762124439229
88,3.7063384415723353,3.51292998220727,3.4313985875102606,2.281975051030989,3.806217777806875,3.876370603570777,1.9801864898989359,3.6109311913296223,3.202257107072279,3.5684831330010525,2.766643122631139,3.6000380696440226,4.235149431791311,4.6191915557195875,3.0933242684085243,3.794370047523377,2.4785487475786736,3.420049641552893,3.7698128271095945,4.009690797684125,4.979050456454271,4.10729121149254,3.4502093085222585,3.461555265148282,3.882506492583482,3.17487381507129,3.2162742960502655,2.7866647794176798,3.9834676367997925,3.4687605709928913,4.974566876405929,4.991878882936831,4.000957311494647,4.160114246963199
89,3.9787305320889796,3.415618706486858,3.523417704871656,2.338973699087632,4.044985092221951,3.7295985713187454,2.7772708374430803,3.5061131728077233,3.1643029380368746,4.103578576910762,2.4852303629611385,3.322588458708697,3.168780877278635,3.76362842026725,3.2934622415344594,2.907397160294152,2.252768478894786,2.6455380614717736,2.842525461104856,4.981759841684451,4.9804829448478465,4.260948448364268,2.97899255602319,3.99672164596594,3.1746923401396754,2.659285553361366,4.018870876372275,2.275643933325404,3.0063614520238615,3.777021395070917,3.993300407333012,4.986648366795757,4.974882198744436,2.0246219502404994
90,3.142834703708187,2.4270699566310583,3.1714865199944913,2.087517194835901,3.2719229725509806,2.8418692359492277,1.8162243482624612,3.1491826206233204,2.7990488638884563,2.8300188423184687,1.7614519061490712,2.7734735408716413,2.787417672200472,2.7078211086951667,2.916218823522405,2.95350192251082,2.324358069577429,2.2688909723292268,2.4572539156515267,2.0049046525183853,2.9885497931730214,3.155502381059978,2.624857372000121,2.9988914913257263,3.098922881373814,2.4603080329518465,2.885257110797025,2.501066317437317,3.967939386713486,2.3428448642846926,1.0147036089577848,2.995339262487081,3.982146193501487,2.0076320284557645
91,3.5868408855929093,2.894322759211806,3.1371011879175077,1.9899218120794981,3.6439471775862518,3.468904495120131,2.09527143832306,3.159807188172274,2.953192527182725,3.587068355406007,1.9823085283667807,3.195579036976112,2.9870225841097917,3.2725459197416367,3.206204778793602,2.837728504716282,2.567910611342197,2.639545845468674,2.9930036696922264,3.99547946572581,3.459515085939922,3.9229970665249847,2.769333451533864,3.3449741301049243,2.9026572684818372,2.3886020676527897,3.2058265567154587,2.1451231471194436,3.358036967790137,3.987500141501782,3.98822770274985,3.9904848356699887,4.97176321230939,2.014915258501487
92,2.41717299564329,3.314433523398846,2.967701171446299,2.77635371768808,3.1422911994088776,2.7966230973648876,3.0368552404428684,2.9758495041107547,2.8926939336655404,3.0365506012928214,2.962641551168396,2.113580705219481,3.4845111951842043,2.7312390073279493,2.1251600695380013,2.870102874604537,1.1306537717262655,1.7959300386236214,2.5612976753654983,2.994454678691425,4.969629827563598,2.323767760968028,2.979233986462259,3.2487524368467886,2.6152358749680067,3.14442356747828,2.865231379238734,2.984132991352798,1.6341447074236815,2.071751518781226,1.016066846461189,3.991205120284602,1.0213525612746377,4.974244923330331
93,3.0282674442689865,2.9378161857135567,3.274743420943002,2.5829993145516235,3.963179023590062,3.1141603736522283,2.511402060984214,3.155970129087607,3.184088084814053,3.520717663836318,2.5100674158028533,2.7657039572601683,3.147642949180428,3.258415584043186,2.548757281508518,3.2103909333629757,1.7497752387718453,2.7740387635847763,2.666516603408372,2.0155043837027584,3.984907632242392,2.928982369651084,2.01283119299943,3.3449970107492093,3.3134122561862154,3.0474442285499475,2.8182849177695473,2.9536489552202645,2.3869613804438017,2.9829436068019444,2.290486006748423,2.9311839904110903,3.9811426938697454,3.9810896680518795
94,2.3270680641409975,2.444135914033645,1.9837402890747629,1.6362120315855626,2.013338608751755,2.847085349090876,1.4946981350850042,2.32904869863452,1.9076133505050314,2.127242419761491,2.1496227925425035,2.2124354529166896,3.3513864845444554,3.516733995609817,1.570570279858439,2.543168576614604,2.071423853368438,1.963180952437435,3.2737610073138246,3.9897055682724325,3.5876342300213993,3.1210865341373966,3.0887403381543908,2.2504682019397206,1.9403746747661628,1.8681142378878415,1.788616318566383,1.6615291098378528,2.295859611503113,2.01383679874393,4.969818206351344,4.979220493704147,2.012857446549781,3.9894748828767104
95,3.9030662435005814,3.776930543565138,3.005002769064875,2.6043472534988763,3.6048135701284325,4.224025907241734,2.708670970977192,3.6607213339689197,3.4982423623104966,3.824454678335966,2.5071295172989507,3.6287138692656207,3.9044037940095064,2.9523473785287693,3.9258656296687886,3.3906939368001847,3.165071094765322,3.0382829781307072,3.625051214289806,4.991034892969269,3.022847462689965,4.964679755239775,3.9692533455889087,3.82848803825493,2.643464129085467,2.922671195895876,3.344312656987236,2.758165468541346,4.0664756769820585,4.977677096507742,3.997270502988493,4.984472590687109,4.000806699680839,3.0029646369892564
96,1.1574444848346783,1.3768183433594545,1.3569580901350078,1.7311614030038678,1.2164146950546686,1.7238490863213203,1.5984348631433662,1.6500193406949268,1.5071737781777006,1.0989286760404557,1.4166008242288206,0.9222697183617629,2.249851310179349,1.1644878225483806,0.8868430055437476,1.9314920244303564,1.9070095004037457,0.45351290086142987,2.4894028878004706,1.2539734408643366,1.0279524331610344,1.6758285168879354,2.4689324111506807,1.5243691017535161,0.6337073799054268,1.3308372284489942,0.5965625957218595,1.6610866500513113,1.4791939061633386,0.997416588128037,1.0074477580132237,2.9769267293727935,1.0044895682049502,3.963278250826645
